95,838.5,480.5,24,25
105,838.5,479.5,12,12
110,838.5,479.5,11,25
120,838.5,479.5,11,25
125,837.5,479.5,12,12
134,838.5,479.5,11,12
140,838.5,479.5,11,25
149,838.5,479.5,11,13
155,838.5,479.5,11,12
164,838.5,479.5,11,12
169,838.5,480.5,11,24
179,838.5,479.5,11,12
184,837.5,479.5,12,12
193,838.5,479.5,11,12
199,837.5,479.5,12,12
208,838.5,479.5,11,12
213,838.5,479.5,11,11
241,851.5,492.5,12,13
247,851.5,492.5,12,12
255,851.5,492.5,12,12
262,850.5,492.5,13,12
270,851.5,492.5,12,12
275,851.5,492.5,12,12
284,851.5,492.5,12,12
290,850.5,492.5,13,13
298,838.5,491.5,25,13
304,838.5,492.5,11,12
313,851.5,492.5,12,13
318,850.5,492.5,13,12
330,851.5,492.5,12,12
335,851.5,492.5,12,12
345,851.5,492.5,12,12
350,852.5,492.5,10,12
360,851.5,492.5,11,12
366,852.5,492.5,10,13
375,851.5,492.5,12,12
380,851.5,492.5,12,13
389,851.5,492.5,12,12
394,851.5,491.5,12,13
403,851.5,492.5,12,12
408,851.5,491.5,11,13
425,879.5,397.5,12,26
432,879.5,369.5,12,25
442,879.5,384.5,11,12
447,866.5,505.5,11,13
456,879.5,506.5,11,12
462,865.5,506.5,13,12
471,879.5,506.5,11,12
476,865.5,506.5,25,12
485,865.5,506.5,13,13
490,878.5,506.5,12,12
